time,Solar8000/ART_SBP,Solar8000/ART_MBP,Solar8000/ETCO2,SNUADC/ECG_V5,SNUADC/ECG_II,Solar8000/PLETH_SPO2,SNUADC/ART,SNUADC/CVP,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/ART_DBP,Solar8000/HR
15561,,,,NaN,NaN,84,NaN,NaN,143,,,,
15562,,,,NaN,NaN,,NaN,NaN,,,,,
15563,,,,NaN,NaN,84,NaN,NaN,143,,,,
15564,,,,NaN,NaN,,NaN,NaN,,,,,
15565,,,,NaN,NaN,85,NaN,NaN,132,,,,
15566,,,,NaN,NaN,,NaN,NaN,,,,,
15567,,,,NaN,NaN,81,NaN,NaN,143,,,,
15568,,,,NaN,NaN,,NaN,NaN,,,,,
15569,,,,NaN,NaN,81,NaN,NaN,143,,,,
15570,,,,NaN,NaN,,NaN,NaN,,,,,
15571,,,,NaN,NaN,81,NaN,NaN,139,,,,
15572,,,,NaN,NaN,,NaN,NaN,,,,,
15573,,,,NaN,NaN,81,NaN,NaN,151,,,,
15574,,,,NaN,NaN,,NaN,NaN,,,,,
15575,,,,NaN,NaN,81,NaN,NaN,149,,,,
15576,,,,NaN,NaN,,NaN,NaN,,,,,
15577,,,,NaN,NaN,81,NaN,NaN,149,,,,
15578,,,,NaN,NaN,,NaN,NaN,,,,,
15579,,,,NaN,NaN,81,NaN,NaN,149,,,,
15580,,,,NaN,NaN,,NaN,NaN,,,,,
15581,,,,NaN,NaN,81,NaN,NaN,149,,,,
15582,,,,NaN,NaN,,NaN,NaN,,,,,
15583,,,,NaN,NaN,81,NaN,NaN,149,,,,
15584,,,,NaN,NaN,,NaN,NaN,,,,,
15585,,,,NaN,NaN,81,NaN,NaN,149,,,,
15586,,,,NaN,NaN,,NaN,NaN,,,,,
15587,,,,NaN,NaN,81,NaN,NaN,149,,,,
15588,,,,NaN,NaN,,NaN,NaN,,,,,
15589,,,,NaN,NaN,,NaN,NaN,,,,,
15590,,,,NaN,NaN,,NaN,NaN,,,,,
15591,,,,NaN,NaN,,NaN,NaN,,,,,
15592,,,,NaN,NaN,,NaN,NaN,,,,,
15593,,,,NaN,NaN,,NaN,NaN,,,,,
15594,,,,NaN,NaN,,NaN,NaN,,,,,
15595,,,,NaN,NaN,,NaN,NaN,,,,,
15596,,,,NaN,NaN,,NaN,NaN,,,,,
15597,,,,NaN,NaN,,NaN,NaN,,,,,
15598,,,,NaN,NaN,,NaN,NaN,,,,,
15599,,,,NaN,NaN,,NaN,NaN,,,,,
15600,,,,NaN,NaN,,NaN,NaN,,,,,
15601,,,,NaN,NaN,,NaN,NaN,,,,,
15602,,,,NaN,NaN,,NaN,NaN,,,,,
15603,,,,NaN,NaN,,NaN,NaN,,,,,
15604,,,,NaN,NaN,,NaN,NaN,,,,,
15605,,,,NaN,NaN,,NaN,NaN,,,,,
15606,,,,NaN,NaN,,NaN,NaN,,,,,
15607,,,,NaN,NaN,,NaN,NaN,,,,,
15608,,,,NaN,NaN,,NaN,NaN,,,,,
15609,,,,NaN,NaN,,NaN,NaN,,,,,
15610,,,,NaN,NaN,,NaN,NaN,,,,,
15611,,,,NaN,NaN,,NaN,NaN,,,,,
15612,,,,NaN,NaN,,NaN,NaN,,,,,
15613,,,,NaN,NaN,,NaN,NaN,,,,,
15614,,,,NaN,NaN,,NaN,NaN,,,,,
15615,,,,NaN,NaN,,NaN,NaN,,,,,
15616,,,,NaN,NaN,,NaN,NaN,,,,,
15617,,,,NaN,NaN,,NaN,NaN,,,,,
15618,,,,NaN,NaN,,NaN,NaN,,,,,
15619,,,,NaN,NaN,,NaN,NaN,,,,,
15620,,,,NaN,NaN,,NaN,NaN,,,,,
15621,,,,NaN,NaN,,NaN,NaN,,,,,
15622,,,,NaN,NaN,,NaN,NaN,,,,,
15623,,,,NaN,NaN,,NaN,NaN,,,,,
15624,,,,NaN,NaN,,NaN,NaN,,,,,
15625,,,,NaN,NaN,30,NaN,NaN,40,,,,
15626,,,,NaN,NaN,,NaN,NaN,,,,,
15627,,,,NaN,NaN,81,NaN,NaN,180,,,,
15628,,,,NaN,NaN,,NaN,NaN,,,,,
15629,,,,NaN,NaN,81,NaN,NaN,52,,,,
15630,,,,NaN,NaN,,NaN,NaN,,,,,
15631,,,,NaN,NaN,81,NaN,NaN,52,,,,
15632,,,,NaN,NaN,,NaN,NaN,,,,,
15633,,,,NaN,NaN,81,NaN,NaN,52,,,,
15634,,,,NaN,NaN,,NaN,NaN,,,,,
15635,,,,NaN,NaN,81,NaN,NaN,52,,,,
15636,,,,NaN,NaN,,NaN,NaN,,,,,
15637,,,,NaN,NaN,81,NaN,NaN,52,,,,
15638,,,,NaN,NaN,,NaN,NaN,,,,,
15639,,,,NaN,NaN,81,NaN,NaN,52,,,,
15640,,,,NaN,NaN,,NaN,NaN,,,,,
15641,,,,NaN,NaN,,NaN,NaN,,,,,
15642,,,,NaN,NaN,,NaN,NaN,,,,,
15643,,,,NaN,NaN,,NaN,NaN,,,,,
15644,,,,NaN,NaN,,NaN,NaN,,,,,
15645,,,,NaN,NaN,,NaN,NaN,,,,,
15646,,,,NaN,NaN,,NaN,NaN,,,,,
15647,,,,NaN,NaN,,NaN,NaN,,,,,
15648,,,,NaN,NaN,,NaN,NaN,,,,,
15649,,,,NaN,NaN,,NaN,NaN,,,,,
15650,,,,NaN,NaN,,NaN,NaN,,,,,
15651,,,,NaN,NaN,,NaN,NaN,,,,,
15652,,,,NaN,NaN,,NaN,NaN,,,,,
15653,,,,NaN,NaN,,NaN,NaN,,,,,
15654,,,,NaN,NaN,,NaN,NaN,,,,,
15655,,,,NaN,NaN,,NaN,NaN,,,,,
15656,,,,NaN,NaN,,NaN,NaN,,,,,
15657,,,,NaN,NaN,,NaN,NaN,,,,,
15658,,,,NaN,NaN,,NaN,NaN,,,,,
15659,,,,NaN,NaN,,NaN,NaN,,,,,
15660,,,,NaN,NaN,,NaN,NaN,,,,,
15661,,,,NaN,NaN,,NaN,NaN,,,,,
15662,,,,NaN,NaN,,NaN,NaN,,,,,
15663,,,,NaN,NaN,,NaN,NaN,,,,,
15664,,,,NaN,NaN,,NaN,NaN,,,,,
15665,,,,NaN,NaN,,NaN,NaN,,,,,
15666,,,,NaN,NaN,,NaN,NaN,,,,,
15667,,,,NaN,NaN,,NaN,NaN,,,,,
15668,,,,NaN,NaN,,NaN,NaN,,,,,
15669,,,,NaN,NaN,,NaN,NaN,,,,,
15670,,,,NaN,NaN,,NaN,NaN,,,,,
15671,,,,NaN,NaN,,NaN,NaN,,,,,
15672,,,,NaN,NaN,,NaN,NaN,,,,,
15673,,,,NaN,NaN,,NaN,NaN,,,,,
15674,,,,NaN,NaN,,NaN,NaN,,,,,
15675,,,,NaN,NaN,,NaN,NaN,,,,,
15676,,,,NaN,NaN,,NaN,NaN,,,,,
15677,,,,NaN,NaN,,NaN,NaN,,,,,
15678,,,,NaN,NaN,,NaN,NaN,,,,,
15679,,,,NaN,NaN,,NaN,NaN,,,,,
15680,,,,NaN,NaN,,NaN,NaN,,,,,
15681,,,,NaN,NaN,,NaN,NaN,,,,,
15682,,,,NaN,NaN,,NaN,NaN,,,,,
15683,,,,NaN,NaN,,NaN,NaN,,,,,
15684,,,,NaN,NaN,,NaN,NaN,,,,,
15685,,,,NaN,NaN,,NaN,NaN,,,,,
15686,,,,NaN,NaN,,NaN,NaN,,,,,
15687,,,,NaN,NaN,,NaN,NaN,,,,,
15688,,,,NaN,NaN,,NaN,NaN,,,,,
15689,,,,NaN,NaN,,NaN,NaN,,,,,
15690,,,,NaN,NaN,,NaN,NaN,,,,,
15691,,,,NaN,NaN,,NaN,NaN,,,,,
15692,,,,NaN,NaN,,NaN,NaN,,,,,
15693,,,,NaN,NaN,,NaN,NaN,,,,,
15694,,,,NaN,NaN,,NaN,NaN,,,,,
15695,,,,NaN,NaN,,NaN,NaN,,,,,
15696,,,,NaN,NaN,,NaN,NaN,,,,,
15697,,,,NaN,NaN,,NaN,NaN,,,,,
15698,,,,NaN,NaN,,NaN,NaN,,,,,
15699,,,,NaN,NaN,,NaN,NaN,,,,,
15700,,,,NaN,NaN,,NaN,NaN,,,,,
15701,,,,NaN,NaN,,NaN,NaN,,,,,
15702,,,,NaN,NaN,,NaN,NaN,,,,,
15703,,,,NaN,NaN,,NaN,NaN,,,,,
15704,,,,NaN,NaN,,NaN,NaN,,,,,
15705,,,,NaN,NaN,,NaN,NaN,,,,,
15706,,,,NaN,NaN,,NaN,NaN,,,,,
15707,,,,NaN,NaN,,NaN,NaN,,,,,
15708,,,,NaN,NaN,,NaN,NaN,,,,,
15709,,,,NaN,NaN,,NaN,NaN,,,,,
15710,,,,NaN,NaN,,NaN,NaN,,,,,
15711,,,,NaN,NaN,,NaN,NaN,,,,,
15712,,,,NaN,NaN,,NaN,NaN,,,,,
15713,,,,NaN,NaN,,NaN,NaN,,,,,
15714,,,,NaN,NaN,,NaN,NaN,,,,,
15715,,,,NaN,NaN,,NaN,NaN,,,,,
15716,,,,NaN,NaN,,NaN,NaN,,,,,
15717,,,,NaN,NaN,,NaN,NaN,,,,,
15718,,,,NaN,NaN,,NaN,NaN,,,,,
15719,,,,NaN,NaN,,NaN,NaN,,,,,
15720,,,,NaN,NaN,,NaN,NaN,,,,,
15721,,,,NaN,NaN,,NaN,NaN,,,,,
15722,,,,NaN,NaN,,NaN,NaN,,,,,
15723,,,,NaN,NaN,,NaN,NaN,,,,,
15724,,,,NaN,NaN,,NaN,NaN,,,,,
15725,,,,NaN,NaN,,NaN,NaN,,,,,
15726,,,,NaN,NaN,,NaN,NaN,,,,,
15727,,,,NaN,NaN,,NaN,NaN,,,,,
15728,,,,NaN,NaN,,NaN,NaN,,,,,
15729,,,,NaN,NaN,,NaN,NaN,,,,,
15730,,,,NaN,NaN,,NaN,NaN,,,,,
15731,,,,NaN,NaN,,NaN,NaN,,,,,
15732,,,,NaN,NaN,,NaN,NaN,,,,,
15733,,,,NaN,NaN,,NaN,NaN,,,,,
15734,,,,NaN,NaN,,NaN,NaN,,,,,
15735,,,,NaN,NaN,,NaN,NaN,,,,,
15736,,,,NaN,NaN,,NaN,NaN,,,,,
15737,,,,NaN,NaN,,NaN,NaN,,,,,
15738,,,,NaN,NaN,,NaN,NaN,,,,,
15739,,,,NaN,NaN,,NaN,NaN,,,,,
15740,,,,NaN,NaN,,NaN,NaN,,,,,
15741,,,,NaN,NaN,,NaN,NaN,,,,,
15742,,,,NaN,NaN,,NaN,NaN,,,,,
15743,,,,NaN,NaN,,NaN,NaN,,,,,
15744,,,,NaN,NaN,,NaN,NaN,,,,,
15745,,,,NaN,NaN,,NaN,NaN,,,,,
15746,,,,NaN,NaN,,NaN,NaN,,,,,
15747,,,,NaN,NaN,,NaN,NaN,,,,,
15748,,,,NaN,NaN,,NaN,NaN,,,,,
15749,,,,NaN,NaN,,NaN,NaN,,,,,
15750,,,,NaN,NaN,,NaN,NaN,,,,,
15751,,,,NaN,NaN,,NaN,NaN,,,,,
15752,,,,NaN,NaN,,NaN,NaN,,,,,
15753,,,,NaN,NaN,,NaN,NaN,,,,,
15754,,,,NaN,NaN,,NaN,NaN,,,,,
15755,,,,NaN,NaN,,NaN,NaN,,,,,
15756,,,,NaN,NaN,,NaN,NaN,,,,,
15757,,,,NaN,NaN,,NaN,NaN,,,,,
15758,,,,NaN,NaN,,NaN,NaN,,,,,
15759,,,,NaN,NaN,,NaN,NaN,,,,,
15760,,,,NaN,NaN,,NaN,NaN,,,,,
15761,,,,NaN,NaN,,NaN,NaN,,,,,
15762,,,,NaN,NaN,,NaN,NaN,,,,,
15763,,,,NaN,NaN,,NaN,NaN,,,,,
15764,,,,NaN,NaN,,NaN,NaN,,,,,
15765,,,,NaN,NaN,,NaN,NaN,,,,,
15766,,,,NaN,NaN,,NaN,NaN,,,,,
15767,,,,NaN,NaN,,NaN,NaN,,,,,
15768,,,,NaN,NaN,,NaN,NaN,,,,,
15769,,,,NaN,NaN,,NaN,NaN,,,,,
15770,,,,NaN,NaN,,NaN,NaN,,,,,
15771,,,,NaN,NaN,,NaN,NaN,,,,,
15772,,,,NaN,NaN,,NaN,NaN,,,,,
15773,,,,NaN,NaN,,NaN,NaN,,,,,
15774,,,,NaN,NaN,,NaN,NaN,,,,,
15775,,,,NaN,NaN,,NaN,NaN,,,,,
15776,,,,NaN,NaN,,NaN,NaN,,,,,
15777,,,,NaN,NaN,,NaN,NaN,,,,,
15778,,,,NaN,NaN,,NaN,NaN,,,,,
15779,,,,NaN,NaN,,NaN,NaN,,,,,
15780,,,,NaN,NaN,,NaN,NaN,,,,,
15781,,,,NaN,NaN,,NaN,NaN,,,,,
15782,,,,NaN,NaN,,NaN,NaN,,,,,
15783,,,,NaN,NaN,,NaN,NaN,,,,,
15784,,,,NaN,NaN,,NaN,NaN,,,,,
15785,,,,NaN,NaN,,NaN,NaN,,,,,
15786,,,,NaN,NaN,,NaN,NaN,,,,,
15787,,,,NaN,NaN,,NaN,NaN,,,,,
15788,,,,NaN,NaN,,NaN,NaN,,,,,
15789,,,,NaN,NaN,,NaN,NaN,,,,,
15790,,,,NaN,NaN,,NaN,NaN,,,,,
15791,,,,NaN,NaN,,NaN,NaN,,,,,
15792,,,,NaN,NaN,,NaN,NaN,,,,,
15793,,,,NaN,NaN,,NaN,NaN,,,,,
15794,,,,NaN,NaN,,NaN,NaN,,,,,
15795,,,,NaN,NaN,,NaN,NaN,,,,,
15796,,,,NaN,NaN,,NaN,NaN,,,,,
15797,,,,NaN,NaN,,NaN,NaN,,,,,
15798,,,,NaN,NaN,,NaN,NaN,,,,,
15799,,,,NaN,NaN,,NaN,NaN,,,,,
15800,,,,NaN,NaN,,NaN,NaN,,,,,
15801,,,,NaN,NaN,,NaN,NaN,,,,,
15802,,,,NaN,NaN,,NaN,NaN,,,,,
15803,,,,NaN,NaN,,NaN,NaN,,,,,
15804,,,,NaN,NaN,,NaN,NaN,,,,,
15805,,,,NaN,NaN,,NaN,NaN,,,,,
15806,,,,NaN,NaN,,NaN,NaN,,,,,
15807,,,,NaN,NaN,,NaN,NaN,,,,,
15808,,,,NaN,NaN,,NaN,NaN,,,,,
15809,,,,NaN,NaN,,NaN,NaN,,,,,
15810,,,,NaN,NaN,,NaN,NaN,,,,,
15811,,,,NaN,NaN,,NaN,NaN,,,,,
15812,,,,NaN,NaN,,NaN,NaN,,,,,
15813,,,,NaN,NaN,,NaN,NaN,,,,,
15814,,,,NaN,NaN,,NaN,NaN,,,,,
15815,,,,NaN,NaN,,NaN,NaN,,,,,
15816,,,,NaN,NaN,,NaN,NaN,,,,,
15817,,,,NaN,NaN,,NaN,NaN,,,,,
15818,,,,NaN,NaN,,NaN,NaN,,,,,
15819,,,,NaN,NaN,,NaN,NaN,,,,,
15820,,,,NaN,NaN,,NaN,NaN,,,,,
15821,,,,NaN,NaN,,NaN,NaN,,,,,
15822,,,,NaN,NaN,,NaN,NaN,,,,,
15823,,,,NaN,NaN,,NaN,NaN,,,,,
15824,,,,NaN,NaN,,NaN,NaN,,,,,
15825,,,,NaN,NaN,,NaN,NaN,,,,,
15826,,,,NaN,NaN,,NaN,NaN,,,,,
15827,,,,NaN,NaN,,NaN,NaN,,,,,
15828,,,,NaN,NaN,,NaN,NaN,,,,,
15829,,,,NaN,NaN,,NaN,NaN,,,,,
15830,,,,NaN,NaN,,NaN,NaN,,,,,
15831,,,,NaN,NaN,,NaN,NaN,,,,,
15832,,,,NaN,NaN,,NaN,NaN,,,,,
15833,,,,NaN,NaN,,NaN,NaN,,,,,
15834,,,,NaN,NaN,,NaN,NaN,,,,,
15835,,,,NaN,NaN,,NaN,NaN,,,,,
15836,,,,NaN,NaN,,NaN,NaN,,,,,
15837,,,,NaN,NaN,,NaN,NaN,,,,,
15838,,,,NaN,NaN,,NaN,NaN,,,,,
15839,,,,NaN,NaN,,NaN,NaN,,,,,
15840,,,,NaN,NaN,,NaN,NaN,,,,,
15841,,,,NaN,NaN,,NaN,NaN,,,,,
15842,,,,NaN,NaN,,NaN,NaN,,,,,
15843,,,,NaN,NaN,,NaN,NaN,,,,,
15844,,,,NaN,NaN,,NaN,NaN,,,,,
15845,,,,NaN,NaN,,NaN,NaN,,,,,
15846,,,,NaN,NaN,,NaN,NaN,,,,,
15847,,,,NaN,NaN,,NaN,NaN,,,,,
15848,,,,NaN,NaN,,NaN,NaN,,,,,
15849,,,,NaN,NaN,,NaN,NaN,,,,,
15850,,,,NaN,NaN,,NaN,NaN,,,,,
15851,,,,NaN,NaN,,NaN,NaN,,,,,
15852,,,,NaN,NaN,,NaN,NaN,,,,,
15853,,,,NaN,NaN,,NaN,NaN,,,,,
15854,,,,NaN,NaN,,NaN,NaN,,,,,
15855,,,,NaN,NaN,,NaN,NaN,,,,,
15856,,,,NaN,NaN,,NaN,NaN,,,,,
15857,,,,NaN,NaN,,NaN,NaN,,,,,
15858,,,,NaN,NaN,,NaN,NaN,,,,,
15859,,,,NaN,NaN,,NaN,NaN,,,,,
15860,,,,NaN,NaN,,NaN,NaN,,,,,
15861,,,,NaN,NaN,,NaN,NaN,,,,,
15862,,,,NaN,NaN,,NaN,NaN,,,,,
15863,,,,NaN,NaN,,NaN,NaN,,,,,
15864,,,,NaN,NaN,,NaN,NaN,,,,,
15865,,,,NaN,NaN,,NaN,NaN,,,,,
15866,,,,NaN,NaN,,NaN,NaN,,,,,
15867,,,,NaN,NaN,,NaN,NaN,,,,,
15868,,,,NaN,NaN,,NaN,NaN,,,,,
15869,,,,NaN,NaN,,NaN,NaN,,,,,
15870,,,,NaN,NaN,,NaN,NaN,,,,,
15871,,,,NaN,NaN,,NaN,NaN,,,,,
15872,,,,NaN,NaN,,NaN,NaN,,,,,
15873,,,,NaN,NaN,,NaN,NaN,,,,,
15874,,,,NaN,NaN,,NaN,NaN,,,,,
15875,,,,NaN,NaN,,NaN,NaN,,,,,
15876,,,,NaN,NaN,,NaN,NaN,,,,,
15877,,,,NaN,NaN,,NaN,NaN,,,,,
15878,,,,NaN,NaN,,NaN,NaN,,,,,
15879,,,,NaN,NaN,,NaN,NaN,,,,,
15880,,,,NaN,NaN,,NaN,NaN,,,,,
15881,,,,NaN,NaN,,NaN,NaN,,,,,
15882,,,,NaN,NaN,,NaN,NaN,,,,,
15883,,,,NaN,NaN,,NaN,NaN,,,,,
15884,,,,NaN,NaN,,NaN,NaN,,,,,
15885,,,,NaN,NaN,,NaN,NaN,,,,,
15886,,,,NaN,NaN,,NaN,NaN,,,,,
15887,,,,NaN,NaN,,NaN,NaN,,,,,
15888,,,,NaN,NaN,,NaN,NaN,,,,,
15889,,,,NaN,NaN,,NaN,NaN,,,,,
15890,,,,NaN,NaN,,NaN,NaN,,,,,
15891,,,,NaN,NaN,,NaN,NaN,,,,,
15892,,,,NaN,NaN,,NaN,NaN,,,,,
15893,,,,NaN,NaN,,NaN,NaN,,,,,
15894,,,,NaN,NaN,,NaN,NaN,,,,,
15895,,,,NaN,NaN,,NaN,NaN,,,,,
15896,,,,NaN,NaN,,NaN,NaN,,,,,
15897,,,,NaN,NaN,,NaN,NaN,,,,,
15898,,,,NaN,NaN,,NaN,NaN,,,,,
15899,,,,NaN,NaN,,NaN,NaN,,,,,
15900,,,,NaN,NaN,,NaN,NaN,,,,,
15901,,,,NaN,NaN,,NaN,NaN,,,,,
15902,,,,NaN,NaN,,NaN,NaN,,,,,
15903,,,,NaN,NaN,,NaN,NaN,,,,,
15904,,,,NaN,NaN,,NaN,NaN,,,,,
15905,,,,NaN,NaN,,NaN,NaN,,,,,
15906,,,,NaN,NaN,,NaN,NaN,,,,,
15907,,,,NaN,NaN,,NaN,NaN,,,,,
15908,,,,NaN,NaN,,NaN,NaN,,,,,
15909,,,,NaN,NaN,,NaN,NaN,,,,,
15910,,,,NaN,NaN,,NaN,NaN,,,,,
15911,,,,NaN,NaN,,NaN,NaN,,,,,
15912,,,,NaN,NaN,,NaN,NaN,,,,,
15913,,,,NaN,NaN,,NaN,NaN,,,,,
15914,,,,NaN,NaN,,NaN,NaN,,,,,
15915,,,,NaN,NaN,,NaN,NaN,,,,,
15916,,,,NaN,NaN,,NaN,NaN,,,,,
15917,,,,NaN,NaN,,NaN,NaN,,,,,
15918,,,,NaN,NaN,,NaN,NaN,,,,,
15919,,,,NaN,NaN,,NaN,NaN,,,,,
15920,,,,NaN,NaN,,NaN,NaN,,,,,
15921,,,,NaN,NaN,,NaN,NaN,,,,,
15922,,,,NaN,NaN,,NaN,NaN,,,,,
15923,,,,NaN,NaN,,NaN,NaN,,,,,
15924,,,,NaN,NaN,,NaN,NaN,,,,,
15925,,,,NaN,NaN,,NaN,NaN,,,,,
15926,,,,NaN,NaN,,NaN,NaN,,,,,
15927,,,,NaN,NaN,,NaN,NaN,,,,,
15928,,,,NaN,NaN,,NaN,NaN,,,,,
15929,,,,NaN,NaN,,NaN,NaN,,,,,
15930,,,,NaN,NaN,,NaN,NaN,,,,,
15931,,,,NaN,NaN,,NaN,NaN,,,,,
15932,,,,NaN,NaN,,NaN,NaN,,,,,
15933,,,,NaN,NaN,,NaN,NaN,,,,,
15934,,,,NaN,NaN,,NaN,NaN,,,,,
15935,,,,NaN,NaN,,NaN,NaN,,,,,
15936,,,,NaN,NaN,,NaN,NaN,,,,,
15937,,,,NaN,NaN,,NaN,NaN,,,,,
15938,,,,NaN,NaN,,NaN,NaN,,,,,
15939,,,,NaN,NaN,,NaN,NaN,,,,,
15940,,,,NaN,NaN,,NaN,NaN,,,,,
15941,,,,NaN,NaN,,NaN,NaN,,,,,
15942,,,,NaN,NaN,,NaN,NaN,,,,,
15943,,,,NaN,NaN,,NaN,NaN,,,,,
15944,,,,NaN,NaN,,NaN,NaN,,,,,
15945,,,,NaN,NaN,,NaN,NaN,,,,,
15946,,,,NaN,NaN,,NaN,NaN,,,,,
15947,,,,NaN,NaN,,NaN,NaN,,,,,
15948,,,,NaN,NaN,,NaN,NaN,,,,,
15949,,,,NaN,NaN,,NaN,NaN,,,,,
15950,,,,NaN,NaN,,NaN,NaN,,,,,
15951,,,,NaN,NaN,,NaN,NaN,,,,,
15952,,,,NaN,NaN,,NaN,NaN,,,,,
15953,,,,NaN,NaN,,NaN,NaN,,,,,
15954,,,,NaN,NaN,,NaN,NaN,,,,,
15955,,,,NaN,NaN,,NaN,NaN,,,,,
15956,,,,NaN,NaN,,NaN,NaN,,,,,
15957,,,,NaN,NaN,,NaN,NaN,,,,,
15958,,,,NaN,NaN,,NaN,NaN,,,,,
15959,,,,NaN,NaN,,NaN,NaN,,,,,
15960,,,,NaN,NaN,,NaN,NaN,,,,,
15961,,,,NaN,NaN,,NaN,NaN,,,,,
15962,,,,NaN,NaN,,NaN,NaN,,,,,
15963,,,,NaN,NaN,,NaN,NaN,,,,,
15964,,,,NaN,NaN,,NaN,NaN,,,,,
15965,,,,NaN,NaN,,NaN,NaN,,,,,
15966,,,,NaN,NaN,,NaN,NaN,,,,,
15967,,,,NaN,NaN,,NaN,NaN,,,,,
15968,,,,NaN,NaN,,NaN,NaN,,,,,
15969,,,,NaN,NaN,,NaN,NaN,,,,,
15970,,,,NaN,NaN,,NaN,NaN,,,,,
15971,,,,NaN,NaN,,NaN,NaN,,,,,
15972,,,,NaN,NaN,,NaN,NaN,,,,,
15973,,,,NaN,NaN,,NaN,NaN,,,,,
15974,,,,NaN,NaN,,NaN,NaN,,,,,
15975,,,,NaN,NaN,,NaN,NaN,,,,,
15976,,,,NaN,NaN,,NaN,NaN,,,,,
15977,,,,NaN,NaN,,NaN,NaN,,,,,
15978,,,,NaN,NaN,,NaN,NaN,,,,,
15979,,,,NaN,NaN,,NaN,NaN,,,,,
15980,,,,NaN,NaN,,NaN,NaN,,,,,
15981,,,,NaN,NaN,,NaN,NaN,,,,,
15982,,,,NaN,NaN,,NaN,NaN,,,,,
15983,,,,NaN,NaN,,NaN,NaN,,,,,
15984,,,,NaN,NaN,,NaN,NaN,,,,,
15985,,,,NaN,NaN,,NaN,NaN,,,,,
15986,,,,NaN,NaN,,NaN,NaN,,,,,
15987,,,,NaN,NaN,,NaN,NaN,,,,,
15988,,,,NaN,NaN,,NaN,NaN,,,,,
15989,,,,NaN,NaN,,NaN,NaN,,,,,
15990,,,,NaN,NaN,,NaN,NaN,,,,,
15991,,,,NaN,NaN,,NaN,NaN,,,,,
15992,,,,NaN,NaN,,NaN,NaN,,,,,
15993,,,,NaN,NaN,,NaN,NaN,,,,,
15994,,,,NaN,NaN,,NaN,NaN,,,,,
15995,,,,NaN,NaN,,NaN,NaN,,,,,
15996,,,,NaN,NaN,,NaN,NaN,,,,,
15997,,,,NaN,NaN,,NaN,NaN,,,,,
15998,,,,NaN,NaN,,NaN,NaN,,,,,
15999,,,,NaN,NaN,,NaN,NaN,,,,,
16000,,,,NaN,NaN,,NaN,NaN,,,,,
16001,,,,NaN,NaN,,NaN,NaN,,,,,
16002,,,,NaN,NaN,,NaN,NaN,,,,,
16003,,,,NaN,NaN,,NaN,NaN,,,,,
16004,,,,NaN,NaN,,NaN,NaN,,,,,
16005,,,,NaN,NaN,,NaN,NaN,,,,,
16006,,,,NaN,NaN,,NaN,NaN,,,,,
16007,,,,NaN,NaN,,NaN,NaN,,,,,
16008,,,,NaN,NaN,,NaN,NaN,,,,,
16009,,,,NaN,NaN,,NaN,NaN,,,,,
16010,,,,NaN,NaN,,NaN,NaN,,,,,
16011,,,,NaN,NaN,,NaN,NaN,,,,,
16012,,,,NaN,NaN,,NaN,NaN,,,,,
16013,,,,NaN,NaN,,NaN,NaN,,,,,
16014,,,,NaN,NaN,,NaN,NaN,,,,,
16015,,,,NaN,NaN,,NaN,NaN,,,,,
16016,,,,NaN,NaN,,NaN,NaN,,,,,
16017,,,,NaN,NaN,,NaN,NaN,,,,,
16018,,,,NaN,NaN,,NaN,NaN,,,,,
16019,,,,NaN,NaN,,NaN,NaN,,,,,
16020,,,,NaN,NaN,,NaN,NaN,,,,,
16021,,,,NaN,NaN,,NaN,NaN,,,,,
16022,,,,NaN,NaN,,NaN,NaN,,,,,
16023,,,,NaN,NaN,,NaN,NaN,,,,,
16024,,,,NaN,NaN,,NaN,NaN,,,,,
16025,,,,NaN,NaN,,NaN,NaN,,,,,
16026,,,,NaN,NaN,,NaN,NaN,,,,,
16027,,,,NaN,NaN,,NaN,NaN,,,,,
16028,,,,NaN,NaN,,NaN,NaN,,,,,
16029,,,,NaN,NaN,,NaN,NaN,,,,,
16030,,,,NaN,NaN,,NaN,NaN,,,,,
16031,,,,NaN,NaN,,NaN,NaN,,,,,
16032,,,,NaN,NaN,,NaN,NaN,,,,,
16033,,,,NaN,NaN,,NaN,NaN,,,,,
16034,,,,NaN,NaN,,NaN,NaN,,,,,
16035,,,,NaN,NaN,,NaN,NaN,,,,,
16036,,,,NaN,NaN,,NaN,NaN,,,,,
16037,,,,NaN,NaN,,NaN,NaN,,,,,
16038,,,,NaN,NaN,,NaN,NaN,,,,,
16039,,,,NaN,NaN,,NaN,NaN,,,,,
16040,,,,NaN,NaN,,NaN,NaN,,,,,
16041,,,,NaN,NaN,,NaN,NaN,,,,,
16042,,,,NaN,NaN,,NaN,NaN,,,,,
16043,,,,NaN,NaN,,NaN,NaN,,,,,
16044,,,,NaN,NaN,,NaN,NaN,,,,,
16045,,,,NaN,NaN,,NaN,NaN,,,,,
16046,,,,NaN,NaN,,NaN,NaN,,,,,
16047,,,,NaN,NaN,,NaN,NaN,,,,,
16048,,,,NaN,NaN,,NaN,NaN,,,,,
16049,,,,NaN,NaN,,NaN,NaN,,,,,
16050,,,,NaN,NaN,,NaN,NaN,,,,,
16051,,,,NaN,NaN,,NaN,NaN,,,,,
16052,,,,NaN,NaN,,NaN,NaN,,,,,
